feature,importance,project,model
project_total_line_percent,0.019980816,clamav,XGBoost
project_total_line_percent_delta,0.0064845257,clamav,XGBoost
project_total_region_percent,0.013801392,clamav,XGBoost
project_total_region_percent_delta,0.005594427,clamav,XGBoost
rexp,0.015432901,clamav,XGBoost
sexp,0.0343427,clamav,XGBoost
subsystems_changed,0.0016831835,clamav,XGBoost
total_prev_loc,0.02158135,clamav,XGBoost
age,0.034809716,curl,XGBoost
daily_commit_count,0.0034733203,curl,XGBoost
directories_changed,0.022496358,curl,XGBoost
entropy,0.062792264,curl,XGBoost
exp,0.0104826195,curl,XGBoost
files_changed,0.054134186,curl,XGBoost
is_bug_fix,0.01814032,curl,XGBoost
lines_added,0.018303828,curl,XGBoost
lines_deleted,0.01900757,curl,XGBoost
ndev,0.015746348,curl,XGBoost
nuc,0.04028177,curl,XGBoost
patch_coverage_recalculated,0.0,curl,XGBoost
project_total_branch_percent,0.016671112,curl,XGBoost
project_total_branch_percent_delta,0.0,curl,XGBoost
project_total_function_percent,0.020506408,curl,XGBoost
project_total_function_percent_delta,0.0003035469,curl,XGBoost
project_total_instantiation_percent,0.0482048,curl,XGBoost
project_total_instantiation_percent_delta,0.0003708363,curl,XGBoost
project_total_line_percent,0.048048884,curl,XGBoost
project_total_line_percent_delta,0.0099670505,curl,XGBoost
project_total_region_percent,0.025259415,curl,XGBoost
project_total_region_percent_delta,0.0045006704,curl,XGBoost
rexp,0.013561557,curl,XGBoost
sexp,0.032908287,curl,XGBoost
subsystems_changed,0.015521371,curl,XGBoost
total_prev_loc,0.020063324,curl,XGBoost
age,0.034860533,file,XGBoost
daily_commit_count,0.03508789,file,XGBoost
directories_changed,0.017543113,file,XGBoost
entropy,0.0003166888,file,XGBoost
exp,0.012184357,file,XGBoost
files_changed,0.027882483,file,XGBoost
is_bug_fix,0.016386135,file,XGBoost
lines_added,0.018734911,file,XGBoost
lines_deleted,0.09734477,file,XGBoost
ndev,0.011898172,file,XGBoost
nuc,0.011827054,file,XGBoost
patch_coverage_recalculated,0.0,file,XGBoost
project_total_branch_percent,0.009512159,file,XGBoost
project_total_branch_percent_delta,0.011487553,file,XGBoost
project_total_function_percent,0.019632759,file,XGBoost
project_total_function_percent_delta,0.0,file,XGBoost
project_total_instantiation_percent,0.025361098,file,XGBoost
project_total_instantiation_percent_delta,0.0,file,XGBoost
project_total_line_percent,0.015452353,file,XGBoost
project_total_line_percent_delta,0.0,file,XGBoost
project_total_region_percent,0.019069921,file,XGBoost
project_total_region_percent_delta,0.0,file,XGBoost
rexp,0.024488471,file,XGBoost
sexp,0.054888476,file,XGBoost
subsystems_changed,0.0,file,XGBoost
total_prev_loc,0.039744813,file,XGBoost
age,0.046259474,fluent-bit,XGBoost
daily_commit_count,0.03464618,fluent-bit,XGBoost
directories_changed,0.013341201,fluent-bit,XGBoost
entropy,0.042490512,fluent-bit,XGBoost
exp,0.026462458,fluent-bit,XGBoost
files_changed,0.028781438,fluent-bit,XGBoost
is_bug_fix,0.019601544,fluent-bit,XGBoost
lines_added,0.042402126,fluent-bit,XGBoost
lines_deleted,0.043408275,fluent-bit,XGBoost
ndev,0.020316038,fluent-bit,XGBoost
nuc,0.03147648,fluent-bit,XGBoost
patch_coverage_recalculated,0.0,fluent-bit,XGBoost
project_total_branch_percent,0.027243594,fluent-bit,XGBoost
project_total_branch_percent_delta,0.0137668485,fluent-bit,XGBoost
project_total_function_percent,0.023393944,fluent-bit,XGBoost
project_total_function_percent_delta,0.018711615,fluent-bit,XGBoost
project_total_instantiation_percent,0.026688231,fluent-bit,XGBoost
project_total_instantiation_percent_delta,0.02087832,fluent-bit,XGBoost
project_total_line_percent,0.04829811,fluent-bit,XGBoost
project_total_line_percent_delta,0.014703625,fluent-bit,XGBoost
project_total_region_percent,0.04385544,fluent-bit,XGBoost
project_total_region_percent_delta,0.013294864,fluent-bit,XGBoost
rexp,0.043857668,fluent-bit,XGBoost
sexp,0.043395445,fluent-bit,XGBoost
subsystems_changed,0.013107473,fluent-bit,XGBoost
total_prev_loc,0.018137623,fluent-bit,XGBoost
age,0.028065529,harfbuzz,XGBoost
daily_commit_count,0.057188507,harfbuzz,XGBoost
directories_changed,0.085717686,harfbuzz,XGBoost
entropy,0.023051288,harfbuzz,XGBoost
exp,0.03237001,harfbuzz,XGBoost
files_changed,0.05208685,harfbuzz,XGBoost
is_bug_fix,0.030248508,harfbuzz,XGBoost
lines_added,0.058191676,harfbuzz,XGBoost
lines_deleted,0.027167674,harfbuzz,XGBoost
ndev,0.07133819,harfbuzz,XGBoost
nuc,0.07869881,harfbuzz,XGBoost
patch_coverage_recalculated,0.0061720666,harfbuzz,XGBoost
project_total_branch_percent,0.015331491,harfbuzz,XGBoost
project_total_branch_percent_delta,0.012059412,harfbuzz,XGBoost
project_total_function_percent,0.030467995,harfbuzz,XGBoost
project_total_function_percent_delta,0.018891387,harfbuzz,XGBoost
project_total_instantiation_percent,0.034389954,harfbuzz,XGBoost
project_total_instantiation_percent_delta,0.022957472,harfbuzz,XGBoost
project_total_line_percent,0.030463947,harfbuzz,XGBoost
project_total_line_percent_delta,0.021231124,harfbuzz,XGBoost
project_total_region_percent,0.03531994,harfbuzz,XGBoost
project_total_region_percent_delta,0.018606221,harfbuzz,XGBoost
rexp,0.03354669,harfbuzz,XGBoost
sexp,0.027618181,harfbuzz,XGBoost
subsystems_changed,0.0649161,harfbuzz,XGBoost
total_prev_loc,0.08390329,harfbuzz,XGBoost
age,0.010958075,icu,XGBoost
daily_commit_count,0.0155332545,icu,XGBoost
directories_changed,0.013419381,icu,XGBoost
entropy,0.03687052,icu,XGBoost
exp,0.033810858,icu,XGBoost
files_changed,0.031917457,icu,XGBoost
is_bug_fix,0.005730252,icu,XGBoost
lines_added,0.02835661,icu,XGBoost
lines_deleted,0.025967333,icu,XGBoost
ndev,0.010960478,icu,XGBoost
nuc,0.056596108,icu,XGBoost
patch_coverage_recalculated,0.00017995968,icu,XGBoost
project_total_branch_percent,0.015081356,icu,XGBoost
project_total_branch_percent_delta,0.007928273,icu,XGBoost
project_total_function_percent,0.01730362,icu,XGBoost
project_total_function_percent_delta,0.0,icu,XGBoost
project_total_instantiation_percent,0.015848983,icu,XGBoost
project_total_instantiation_percent_delta,0.0,icu,XGBoost
project_total_line_percent,0.025941504,icu,XGBoost
project_total_line_percent_delta,0.005786606,icu,XGBoost
project_total_region_percent,0.03684527,icu,XGBoost
project_total_region_percent_delta,0.0021028793,icu,XGBoost
rexp,0.022999117,icu,XGBoost
sexp,0.022240315,icu,XGBoost
subsystems_changed,0.020824108,icu,XGBoost
total_prev_loc,0.015964353,icu,XGBoost
age,0.045804404,leptonica,XGBoost
daily_commit_count,0.018986372,leptonica,XGBoost
directories_changed,0.028783778,leptonica,XGBoost
entropy,0.021291897,leptonica,XGBoost
exp,0.02438092,leptonica,XGBoost
files_changed,0.038134865,leptonica,XGBoost
is_bug_fix,0.020438414,leptonica,XGBoost
lines_added,0.07334961,leptonica,XGBoost
lines_deleted,0.06859982,leptonica,XGBoost
ndev,0.0023329468,leptonica,XGBoost
nuc,0.032079503,leptonica,XGBoost
patch_coverage_recalculated,0.0,leptonica,XGBoost
project_total_branch_percent,0.0095508685,leptonica,XGBoost
project_total_branch_percent_delta,0.00035399018,leptonica,XGBoost
project_total_function_percent,0.005336766,leptonica,XGBoost
project_total_function_percent_delta,0.012724697,leptonica,XGBoost
project_total_instantiation_percent,0.042806618,leptonica,XGBoost
project_total_instantiation_percent_delta,0.02941658,leptonica,XGBoost
project_total_line_percent,0.048245426,leptonica,XGBoost
project_total_line_percent_delta,0.040923037,leptonica,XGBoost
project_total_region_percent,0.017896945,leptonica,XGBoost
project_total_region_percent_delta,0.017680757,leptonica,XGBoost
rexp,0.034243636,leptonica,XGBoost
sexp,0.05084235,leptonica,XGBoost
subsystems_changed,0.019097755,leptonica,XGBoost
total_prev_loc,0.08241233,leptonica,XGBoost
age,0.024878103,libarchive,XGBoost
daily_commit_count,0.043611363,libarchive,XGBoost
directories_changed,0.05648457,libarchive,XGBoost
entropy,0.044127405,libarchive,XGBoost
exp,0.05749303,libarchive,XGBoost
files_changed,0.046841677,libarchive,XGBoost
is_bug_fix,0.073062874,libarchive,XGBoost
lines_added,0.09104041,libarchive,XGBoost
lines_deleted,0.015150176,libarchive,XGBoost
ndev,0.005385051,libarchive,XGBoost
nuc,0.021916939,libarchive,XGBoost
patch_coverage_recalculated,0.0,libarchive,XGBoost
project_total_branch_percent,0.0075323028,libarchive,XGBoost
project_total_branch_percent_delta,0.00053807703,libarchive,XGBoost
project_total_function_percent,0.0051739477,libarchive,XGBoost
project_total_function_percent_delta,0.0,libarchive,XGBoost
project_total_instantiation_percent,0.008558553,libarchive,XGBoost
project_total_instantiation_percent_delta,0.00091367157,libarchive,XGBoost
project_total_line_percent,0.012333349,libarchive,XGBoost
project_total_line_percent_delta,0.00814002,libarchive,XGBoost
project_total_region_percent,0.0064550983,libarchive,XGBoost
project_total_region_percent_delta,0.006388306,libarchive,XGBoost
rexp,0.019669678,libarchive,XGBoost
sexp,0.05739491,libarchive,XGBoost
subsystems_changed,0.023510052,libarchive,XGBoost
total_prev_loc,0.17080785,libarchive,XGBoost
age,0.0059734196,libavc,XGBoost
daily_commit_count,0.010984082,libavc,XGBoost
directories_changed,0.0024202198,libavc,XGBoost
entropy,0.0057043787,libavc,XGBoost
exp,0.0030916415,libavc,XGBoost
files_changed,0.003322852,libavc,XGBoost
is_bug_fix,0.0026302768,libavc,XGBoost
lines_added,0.0025711593,libavc,XGBoost
lines_deleted,0.007852131,libavc,XGBoost
ndev,0.0065261708,libavc,XGBoost
nuc,0.0066033104,libavc,XGBoost
patch_coverage_recalculated,0.0,libavc,XGBoost
project_total_branch_percent,0.006905054,libavc,XGBoost
project_total_branch_percent_delta,0.0,libavc,XGBoost
project_total_function_percent,0.0067851185,libavc,XGBoost
project_total_function_percent_delta,0.0,libavc,XGBoost
project_total_instantiation_percent,0.02364827,libavc,XGBoost
project_total_instantiation_percent_delta,0.0,libavc,XGBoost
project_total_line_percent,0.025192073,libavc,XGBoost
project_total_line_percent_delta,0.0,libavc,XGBoost
project_total_region_percent,0.012993476,libavc,XGBoost
project_total_region_percent_delta,0.00057686504,libavc,XGBoost
rexp,0.01627743,libavc,XGBoost
sexp,0.008162409,libavc,XGBoost
subsystems_changed,0.0011930689,libavc,XGBoost
total_prev_loc,0.0035495572,libavc,XGBoost
age,0.022606561,libjxl,XGBoost
daily_commit_count,0.037158716,libjxl,XGBoost
directories_changed,0.04578063,libjxl,XGBoost
entropy,0.021451108,libjxl,XGBoost
exp,0.034077127,libjxl,XGBoost
files_changed,0.06054022,libjxl,XGBoost
is_bug_fix,0.014558345,libjxl,XGBoost
lines_added,0.022898937,libjxl,XGBoost
lines_deleted,0.04561611,libjxl,XGBoost
ndev,0.063369654,libjxl,XGBoost
nuc,0.043747626,libjxl,XGBoost
patch_coverage_recalculated,0.0,libjxl,XGBoost
project_total_branch_percent,0.0036150855,libjxl,XGBoost
project_total_branch_percent_delta,0.10383071,libjxl,XGBoost
project_total_function_percent,0.0057721534,libjxl,XGBoost
project_total_function_percent_delta,0.009600822,libjxl,XGBoost
project_total_instantiation_percent,0.014263322,libjxl,XGBoost
project_total_instantiation_percent_delta,0.024504164,libjxl,XGBoost
project_total_line_percent,0.028098976,libjxl,XGBoost
project_total_line_percent_delta,0.0374284,libjxl,XGBoost
project_total_region_percent,0.032593936,libjxl,XGBoost
project_total_region_percent_delta,0.13820595,libjxl,XGBoost
rexp,0.020918252,libjxl,XGBoost
sexp,0.013637435,libjxl,XGBoost
subsystems_changed,0.036741544,libjxl,XGBoost
total_prev_loc,0.0893546,libjxl,XGBoost
age,0.027523186,libvips,XGBoost
daily_commit_count,0.0059714764,libvips,XGBoost
directories_changed,0.019353224,libvips,XGBoost
entropy,0.07082467,libvips,XGBoost
exp,0.013622149,libvips,XGBoost
files_changed,0.038317673,libvips,XGBoost
is_bug_fix,0.016485404,libvips,XGBoost
lines_added,0.031941522,libvips,XGBoost
lines_deleted,0.025109375,libvips,XGBoost
ndev,0.059621256,libvips,XGBoost
nuc,0.013199646,libvips,XGBoost
patch_coverage_recalculated,0.0,libvips,XGBoost
project_total_branch_percent,0.031179274,libvips,XGBoost
project_total_branch_percent_delta,0.0053995224,libvips,XGBoost
project_total_function_percent,0.01159766,libvips,XGBoost
project_total_function_percent_delta,0.01179802,libvips,XGBoost
project_total_instantiation_percent,0.028215941,libvips,XGBoost
project_total_instantiation_percent_delta,0.015113679,libvips,XGBoost
project_total_line_percent,0.03506931,libvips,XGBoost
project_total_line_percent_delta,0.021034759,libvips,XGBoost
project_total_region_percent,0.02596621,libvips,XGBoost
project_total_region_percent_delta,0.029492823,libvips,XGBoost
rexp,0.021862129,libvips,XGBoost
sexp,0.017994069,libvips,XGBoost
subsystems_changed,0.0020674209,libvips,XGBoost
total_prev_loc,0.046239607,libvips,XGBoost
age,0.048443142,mruby,XGBoost
daily_commit_count,0.08244099,mruby,XGBoost
directories_changed,0.026013158,mruby,XGBoost
entropy,0.020024873,mruby,XGBoost
exp,0.030077694,mruby,XGBoost
files_changed,0.058584265,mruby,XGBoost
is_bug_fix,0.029932065,mruby,XGBoost
lines_added,0.056320306,mruby,XGBoost
lines_deleted,0.032148976,mruby,XGBoost
ndev,0.036541756,mruby,XGBoost
nuc,0.04350566,mruby,XGBoost
patch_coverage_recalculated,0.0,mruby,XGBoost
project_total_branch_percent,0.02269865,mruby,XGBoost
project_total_branch_percent_delta,0.019716557,mruby,XGBoost
project_total_function_percent,0.027306521,mruby,XGBoost
project_total_function_percent_delta,0.009878901,mruby,XGBoost
project_total_instantiation_percent,0.029299114,mruby,XGBoost
project_total_instantiation_percent_delta,0.015150888,mruby,XGBoost
project_total_line_percent,0.034505747,mruby,XGBoost
project_total_line_percent_delta,0.024274059,mruby,XGBoost
project_total_region_percent,0.032457184,mruby,XGBoost
project_total_region_percent_delta,0.03010165,mruby,XGBoost
rexp,0.040812958,mruby,XGBoost
sexp,0.035237018,mruby,XGBoost
subsystems_changed,0.03529633,mruby,XGBoost
total_prev_loc,0.034787085,mruby,XGBoost
age,0.013268428,net-snmp,XGBoost
daily_commit_count,0.0065245596,net-snmp,XGBoost
directories_changed,0.003809186,net-snmp,XGBoost
entropy,0.01341635,net-snmp,XGBoost
exp,0.008812471,net-snmp,XGBoost
files_changed,0.009262172,net-snmp,XGBoost
is_bug_fix,0.024506215,net-snmp,XGBoost
lines_added,0.068172544,net-snmp,XGBoost
lines_deleted,0.00122805,net-snmp,XGBoost
ndev,0.0023383393,net-snmp,XGBoost
nuc,0.0025616868,net-snmp,XGBoost
patch_coverage_recalculated,0.0,net-snmp,XGBoost
project_total_branch_percent,0.0033415144,net-snmp,XGBoost
project_total_branch_percent_delta,0.0023354203,net-snmp,XGBoost
project_total_function_percent,0.0035997708,net-snmp,XGBoost
project_total_function_percent_delta,0.0,net-snmp,XGBoost
project_total_instantiation_percent,0.05560366,net-snmp,XGBoost
project_total_instantiation_percent_delta,0.0,net-snmp,XGBoost
project_total_line_percent,0.07163602,net-snmp,XGBoost
project_total_line_percent_delta,0.046683922,net-snmp,XGBoost
project_total_region_percent,0.0385102,net-snmp,XGBoost
project_total_region_percent_delta,0.0069574444,net-snmp,XGBoost
rexp,0.01893555,net-snmp,XGBoost
sexp,0.027035402,net-snmp,XGBoost
subsystems_changed,0.00875225,net-snmp,XGBoost
total_prev_loc,0.0071532778,net-snmp,XGBoost
age,0.041438676,open62541,XGBoost
daily_commit_count,0.044603962,open62541,XGBoost
directories_changed,0.033867814,open62541,XGBoost
entropy,0.05314199,open62541,XGBoost
exp,0.01694928,open62541,XGBoost
files_changed,0.031571727,open62541,XGBoost
is_bug_fix,0.06316384,open62541,XGBoost
lines_added,0.06261437,open62541,XGBoost
lines_deleted,0.071259804,open62541,XGBoost
ndev,0.05849227,open62541,XGBoost
nuc,0.043448456,open62541,XGBoost
patch_coverage_recalculated,0.0,open62541,XGBoost
project_total_branch_percent,0.0039108708,open62541,XGBoost
project_total_branch_percent_delta,0.0067215837,open62541,XGBoost
project_total_function_percent,0.032250766,open62541,XGBoost
project_total_function_percent_delta,0.0027391468,open62541,XGBoost
project_total_instantiation_percent,0.029184347,open62541,XGBoost
project_total_instantiation_percent_delta,0.004883033,open62541,XGBoost
project_total_line_percent,0.062298577,open62541,XGBoost
project_total_line_percent_delta,0.022983277,open62541,XGBoost
project_total_region_percent,0.025028149,open62541,XGBoost
project_total_region_percent_delta,0.020183763,open62541,XGBoost
rexp,0.08098572,open62541,XGBoost
sexp,0.0154561335,open62541,XGBoost
subsystems_changed,0.018650774,open62541,XGBoost
total_prev_loc,0.07500502,open62541,XGBoost
age,0.07245433,openthread,XGBoost
daily_commit_count,0.02361072,openthread,XGBoost
directories_changed,0.041273616,openthread,XGBoost
entropy,0.07707169,openthread,XGBoost
exp,0.04526289,openthread,XGBoost
files_changed,0.053580005,openthread,XGBoost
is_bug_fix,0.034568343,openthread,XGBoost
lines_added,0.052525256,openthread,XGBoost
lines_deleted,0.047856484,openthread,XGBoost
ndev,0.03985655,openthread,XGBoost
nuc,0.045309063,openthread,XGBoost
patch_coverage_recalculated,0.0008411265,openthread,XGBoost
project_total_branch_percent,0.02707914,openthread,XGBoost
project_total_branch_percent_delta,0.008187424,openthread,XGBoost
project_total_function_percent,0.027199006,openthread,XGBoost
project_total_function_percent_delta,0.015263053,openthread,XGBoost
project_total_instantiation_percent,0.03890833,openthread,XGBoost
project_total_instantiation_percent_delta,0.026099866,openthread,XGBoost
project_total_line_percent,0.045252558,openthread,XGBoost
project_total_line_percent_delta,0.029848797,openthread,XGBoost
project_total_region_percent,0.037575446,openthread,XGBoost
project_total_region_percent_delta,0.02889633,openthread,XGBoost
rexp,0.04296639,openthread,XGBoost
sexp,0.046193156,openthread,XGBoost
subsystems_changed,0.04518205,openthread,XGBoost
total_prev_loc,0.04343468,openthread,XGBoost
age,0.046081167,serenity,XGBoost
daily_commit_count,0.04031392,serenity,XGBoost
directories_changed,0.047461856,serenity,XGBoost
entropy,0.041658502,serenity,XGBoost
exp,0.038021415,serenity,XGBoost
files_changed,0.055930395,serenity,XGBoost
is_bug_fix,0.034293596,serenity,XGBoost
lines_added,0.039134342,serenity,XGBoost
lines_deleted,0.048784606,serenity,XGBoost
ndev,0.044626158,serenity,XGBoost
nuc,0.039637167,serenity,XGBoost
patch_coverage_recalculated,0.0044878786,serenity,XGBoost
project_total_branch_percent,0.03219155,serenity,XGBoost
project_total_branch_percent_delta,0.02882475,serenity,XGBoost
project_total_function_percent,0.03191897,serenity,XGBoost
project_total_function_percent_delta,0.019553158,serenity,XGBoost
project_total_instantiation_percent,0.046898082,serenity,XGBoost
project_total_instantiation_percent_delta,0.030106664,serenity,XGBoost
project_total_line_percent,0.053016976,serenity,XGBoost
project_total_line_percent_delta,0.025106704,serenity,XGBoost
project_total_region_percent,0.054106306,serenity,XGBoost
project_total_region_percent_delta,0.022387773,serenity,XGBoost
rexp,0.03526068,serenity,XGBoost
sexp,0.052268278,serenity,XGBoost
subsystems_changed,0.04270312,serenity,XGBoost
total_prev_loc,0.04522599,serenity,XGBoost
age,0.013310782,wolfssl,XGBoost
daily_commit_count,0.05191699,wolfssl,XGBoost
directories_changed,0.019388925,wolfssl,XGBoost
entropy,0.06115462,wolfssl,XGBoost
exp,0.024754252,wolfssl,XGBoost
files_changed,0.02820493,wolfssl,XGBoost
is_bug_fix,0.036681354,wolfssl,XGBoost
lines_added,0.019615488,wolfssl,XGBoost
lines_deleted,0.0716413,wolfssl,XGBoost
ndev,0.039823875,wolfssl,XGBoost
nuc,0.03702984,wolfssl,XGBoost
patch_coverage_recalculated,0.0,wolfssl,XGBoost
project_total_branch_percent,0.008475684,wolfssl,XGBoost
project_total_branch_percent_delta,0.007474507,wolfssl,XGBoost
project_total_function_percent,0.04508714,wolfssl,XGBoost
project_total_function_percent_delta,0.0017124041,wolfssl,XGBoost
project_total_instantiation_percent,0.049050078,wolfssl,XGBoost
project_total_instantiation_percent_delta,0.005027919,wolfssl,XGBoost
project_total_line_percent,0.11781266,wolfssl,XGBoost
project_total_line_percent_delta,0.014769514,wolfssl,XGBoost
project_total_region_percent,0.058376085,wolfssl,XGBoost
project_total_region_percent_delta,0.02621856,wolfssl,XGBoost
rexp,0.191282,wolfssl,XGBoost
sexp,0.021372626,wolfssl,XGBoost
subsystems_changed,0.01724276,wolfssl,XGBoost
total_prev_loc,0.021464588,wolfssl,XGBoost
age,0.0253812986607387,arrow,RandomForest
daily_commit_count,0.0259078278733476,arrow,RandomForest
directories_changed,0.0443814084731069,arrow,RandomForest
entropy,0.0362057985935661,arrow,RandomForest
exp,0.0366986067947829,arrow,RandomForest
files_changed,0.0588028452310984,arrow,RandomForest
is_bug_fix,0.0204639936264831,arrow,RandomForest
lines_added,0.0446264541178561,arrow,RandomForest
lines_deleted,0.0688383128117806,arrow,RandomForest
ndev,0.0811244959927849,arrow,RandomForest
nuc,0.0349832750946121,arrow,RandomForest
patch_coverage_recalculated,0.0037140659019085,arrow,RandomForest
project_total_branch_percent,0.0198077649155047,arrow,RandomForest
project_total_branch_percent_delta,0.013188616772321,arrow,RandomForest
project_total_function_percent,0.0229791965508431,arrow,RandomForest
project_total_function_percent_delta,0.0447571255738713,arrow,RandomForest
project_total_instantiation_percent,0.0400982687136863,arrow,RandomForest
project_total_instantiation_percent_delta,0.0570794733880699,arrow,RandomForest
project_total_line_percent,0.0302739339375888,arrow,RandomForest
project_total_line_percent_delta,0.0251786805671163,arrow,RandomForest
project_total_region_percent,0.0308488044153935,arrow,RandomForest
project_total_region_percent_delta,0.0337047568478496,arrow,RandomForest
rexp,0.0496832191119028,arrow,RandomForest
sexp,0.051248201347376,arrow,RandomForest
subsystems_changed,0.027433106423593,arrow,RandomForest
total_prev_loc,0.0725904682628166,arrow,RandomForest
age,0.0297872602931405,c-blosc2,RandomForest
daily_commit_count,0.0481504453055047,c-blosc2,RandomForest
directories_changed,0.0426433112033953,c-blosc2,RandomForest
entropy,0.0228057012276145,c-blosc2,RandomForest
exp,0.0279130505083228,c-blosc2,RandomForest
files_changed,0.0449862064008861,c-blosc2,RandomForest
is_bug_fix,0.0332487097986866,c-blosc2,RandomForest
lines_added,0.0767846876013988,c-blosc2,RandomForest
lines_deleted,0.0625378637316623,c-blosc2,RandomForest
ndev,0.0615687944908397,c-blosc2,RandomForest
nuc,0.0488085053069601,c-blosc2,RandomForest
patch_coverage_recalculated,0.0005965612644218,c-blosc2,RandomForest
project_total_branch_percent,0.0198141524018307,c-blosc2,RandomForest
project_total_branch_percent_delta,0.0241912972353431,c-blosc2,RandomForest
project_total_function_percent,0.0252237304171428,c-blosc2,RandomForest
project_total_function_percent_delta,0.0178383288198487,c-blosc2,RandomForest
project_total_instantiation_percent,0.0233737258743902,c-blosc2,RandomForest
project_total_instantiation_percent_delta,0.022870603160251,c-blosc2,RandomForest
project_total_line_percent,0.0264573492835626,c-blosc2,RandomForest
project_total_line_percent_delta,0.0343191268992176,c-blosc2,RandomForest
project_total_region_percent,0.0260738311658465,c-blosc2,RandomForest
project_total_region_percent_delta,0.0402858548725824,c-blosc2,RandomForest
rexp,0.0575322434217584,c-blosc2,RandomForest
sexp,0.0507692611230328,c-blosc2,RandomForest
subsystems_changed,0.048033927503551,c-blosc2,RandomForest
total_prev_loc,0.0833854706888079,c-blosc2,RandomForest
age,0.0527773981111247,clamav,RandomForest
daily_commit_count,0.0251241219308559,clamav,RandomForest
directories_changed,0.0301342815957998,clamav,RandomForest
entropy,0.0742736956991203,clamav,RandomForest
exp,0.0505829544386823,clamav,RandomForest
files_changed,0.0588638847558015,clamav,RandomForest
is_bug_fix,0.0299286295515446,clamav,RandomForest
lines_added,0.0813416860866411,clamav,RandomForest
lines_deleted,0.0508353046889146,clamav,RandomForest
ndev,0.0370584321880547,clamav,RandomForest
nuc,0.048781653229727,clamav,RandomForest
patch_coverage_recalculated,0.0003291819505762,clamav,RandomForest
project_total_branch_percent,0.0220763104863352,clamav,RandomForest
project_total_branch_percent_delta,0.0154432362963272,clamav,RandomForest
project_total_function_percent,0.0443477569414799,clamav,RandomForest
